student_id,attendance_percentage,quiz_score_avg,assignment_score_avg,midterm_score,historical_gpa,study_hours_per_week,participation_score,subject_difficulty_score,semester_number,final_score,pass_fail
c4bf6636-fcd9-4d94-ad9f-43da9f452ec4,73.48,48.84,35.681250000000006,45.82,2.52,15.7,71.9,0.217,2,49.9,0
aa3b5504-b197-450b-bf1e-7fd7ebc2624f,98.73,68.02,67.64,77.43,3.03,15.6,89.2,0.787,8,72.78,1
41343085-6021-44bb-95c2-8cfaeb47f599,97.2,60.29,57.34,55.84,2.53,18.3,73.83,0.572,8,63.6,1
5a6ec26a-ca15-461f-b8d5-e315178cc990,89.45,86.5,81.79,91.03,3.72,24.3,82.01,0.13899999999999998,1,85.37,1
44fc4f3c-3d13-470b-98a9-de075ac5502d,99.38,70.2,78.54,57.83,3.44,29.2,71.64,0.152,7,76.47,1
b9fa760d-5dbc-4eb5-a635-6e835b4b3ecc,90.29,67.13,67.68,57.25,3.02,20.7,68.59,0.5730000000000001,1,60.25,1
f4437e02-c111-4794-a0da-c731258a5027,77.37,70.4,61.54,74.92,3.52,20.5,74.26,0.23500000000000001,3,71.24,1
6bf06471-1c5b-4177-9d4f-2bb89e02b416,81.92,75.77,63.92,71.08,2.61,23.1,76.42,0.54,3,69.27,1
ae4f5f8d-f70e-49d2-b12b-dcded189dd62,92.61,72.9,69.21,73.18,3.4,29.1,79.28,0.658,3,69.8,1
079909dc-0432-45bb-860a-bf828943cab6,99.18,68.42,63.0,59.34,3.07,27.0,78.84,0.5599999999999999,2,67.32,1
04819ac1-c67f-4451-9365-e31fdbe45567,83.11,83.96,87.79,83.4,4.0,28.6,90.39,0.521,4,80.86,1
4f1596c5-b4cf-46a1-b66c-12062b333a91,85.56,78.22,80.37,63.42,3.18,22.7,79.61,0.9369999999999999,3,70.11,1
1ab08f84-6716-4408-8cb6-d7181d0785c6,83.1,60.63,61.16,65.72,2.26,21.7,77.27,0.40700000000000003,3,63.62,1
5c5a3e92-ed08-4484-9989-baf8c181211e,88.23,73.88,60.37,64.31,2.94,25.1,71.02,0.16899999999999998,6,72.9,1
11059c2f-e7d0-40a1-8eaa-e4df9b29a4a9,82.58,51.78,43.47,50.28,2.53,15.9,79.35,0.339,3,57.21,0
c8e26f11-f2ad-4885-a507-0e82d6bb52fb,75.42,44.23,53.43,36.88,2.41,22.1,87.03,0.129,1,54.16,0
c6b2e4a8-6b44-467d-9b07-0e3be3ef1cdb,78.21,80.14,78.87,75.0,2.97,22.4,84.37,0.281,7,73.7,1
dd059810-fac5-4fcd-ac1e-f5c7d8733ec4,83.82,73.5,73.87,64.14,3.17,28.7,84.14,0.651,3,71.24,1
815fd825-001f-4aac-935b-8984029fa7f2,70.38,80.57,75.23,89.2,3.61,28.6,64.16,0.779,2,72.44,1
07a87c9b-268e-46d5-98aa-a15539fd66d2,83.46,68.17,77.58,73.12,3.37,27.3,86.18,0.5940000000000001,7,74.86,1
f089ae4a-383b-434e-b8b8-276e059c5e5b,79.01,70.57,58.55,60.23,2.58,19.6,70.93,0.5940000000000001,1,63.7,1
71652a1f-7b30-44de-8d88-c3975c30c921,98.44,62.98,56.91,58.22,2.66,15.3,78.13,0.9119999999999999,2,59.55,0
8e20aed4-556f-4a6f-ba1f-d3face6da9d7,87.8,82.21,61.78,63.24,3.31,18.6,85.27,0.5660000000000001,2,69.33,1
79cb8883-f0f4-4c5e-b0d1-4740303e1bc6,96.71,68.84,77.71,72.94,3.3,25.8,84.48,0.284,6,75.94,1
e79dc0ba-cacb-407e-91ab-f3829c71faed,67.74,69.61,66.23,71.79,3.11,27.5,77.51,0.636,4,68.96,1
223b8763-2bf1-4a5d-8129-037944ea716b,88.53,74.34,77.55,76.56,3.35,21.6,88.55,0.438,3,74.54,1
2b683e89-3cb8-47e2-a0f6-5e36383e88ce,89.3,48.29,54.51,41.93,2.59,13.0,87.37,0.982,2,52.0,0
09a5e82a-cfa4-4974-9ad5-3a94a36e8777,78.26,76.94,69.82,70.65,3.8,30.5,89.64,0.11399999999999999,3,77.48,1
ba3b83b5-5384-4200-b198-79e1e7e723ca,93.36,65.64,61.3,69.08,3.05,29.1,83.36,0.7809999999999999,8,74.02,1
722b1e4d-45f6-4cbd-8228-0e5fdaf3112b,79.96,67.17,60.57,60.0,3.12,16.2,99.08,0.8470000000000001,4,67.35,1
b4f57d3f-9be5-4d1c-aae1-480745b3e335,86.23,86.99,83.7,79.39,3.39,28.0,78.25,0.89,5,73.49,1
eefe61c4-cb80-436c-83ba-f1102c0bf946,96.42,71.91,55.72,65.8,3.23,27.8,79.13,0.6950000000000001,2,68.68,1
9a3f1b10-6fe8-4795-a16c-1efa42441ca2,96.41,85.74,75.84,72.27,3.06,20.5,87.85,0.53,8,74.4,1
95e2cdd6-2074-4441-9cf3-d8bc6bbe0d1a,80.86,52.86,56.78,62.56,2.5,16.4,61.98,0.20800000000000002,8,60.61,1
723bddea-0c23-453d-a862-7cd4e9552eeb,98.7,84.43,80.52,79.66,3.65,25.7,85.58,0.533,6,79.68,1
c1484dba-2b2b-4ed1-ad52-60ff3bbdc678,96.14,72.64,71.91,72.71,3.34,25.4,83.98,0.581,6,78.24,1
dbe1a07b-de53-4bbb-aa8e-7e67425c96a8,98.96,92.8925,86.68,69.76,3.67,24.4,77.52,0.244,2,84.02,1
d80a0fff-7792-4a56-8f30-9976faf2ff66,94.78,52.36,55.87,50.75,2.24,18.4,80.84,0.385,8,59.64,0
df6087c7-86b3-4401-b200-1b0065412b40,72.44,73.45,78.11,55.79,3.4,16.8,80.63,0.571,2,64.86,1
10c9c7fe-3446-4c6e-8fba-f8bdac93b58d,97.65,71.38,72.1,76.91,3.0,29.5,74.84,0.387,4,77.95,1
767ba4cb-e455-492d-af41-a4a277f1a999,78.55,73.76,71.27,64.11,2.8,18.3,90.2,0.65,7,69.46,1
5885679a-c2cf-4581-8ad9-c3633c506aad,76.37,42.74,42.04,33.97,2.15,10.6,79.5,0.227,3,47.82,0
65baf140-2843-436d-83c4-8bb0681b9865,78.31,74.81,68.55,75.99,3.01,20.4,78.27,0.356,2,70.23,1
90f31ce8-6355-42ce-9e54-0da2b3af9ac7,85.05,62.86,64.63,59.53,3.0,17.0,82.45,0.302,1,63.6,1
c819014c-e4d9-413a-9688-19c3783a445b,97.36,66.78,64.86,67.51,3.04,25.3,88.57,0.5860000000000001,5,69.55,1
4df46a81-ac50-47e9-b87a-63b7a737c60d,97.07,82.93,93.09125,88.08,3.64,27.9,86.39,0.9640000000000001,3,83.74,1
5ab7a17e-711b-4eab-bec8-b644af37b7ae,75.15,75.78,69.52,81.88,3.07,23.8,72.31,0.135,5,74.87,1
11d2537a-a5ef-4717-b751-c097f0cf5a8c,87.14,58.86,63.36,64.28,2.76,25.3,83.31,0.771,3,58.73,0
217e48b3-4fe1-4a67-a3e8-4df70bd0bd0c,84.44,59.52,68.05,60.58,2.68,15.8,82.7,0.301,4,63.14,1
26e37924-8667-49b5-b18b-bd817f103987,93.01,86.11,86.99,84.05,4.0,32.0,77.02,0.301,6,80.88,1
c6460dc1-8408-4f79-a54e-67900cf3ab12,97.87,61.15,61.94,59.63,2.7,25.5,85.87,0.231,3,68.28,1
b4be5d79-a9a6-479b-82c7-762fd69f44aa,90.65,53.88,59.66,51.91,2.71,22.4,79.94,0.808,8,59.04,0
fa38386c-5b91-4832-813c-9d3c4976c6cf,90.51,61.54,63.04,63.6,2.97,17.5,82.11,0.421,5,61.95,1
c5c08d19-aeb4-4d7a-8299-cfd83c6d7442,74.48,48.03,40.59,44.77,2.51,25.1,84.04,0.678,4,51.81,0
e5096be3-08e8-46fc-8ffe-ee53c2dff2ba,71.88,62.6,61.07,62.54,3.11,17.7,71.73,0.20600000000000002,8,59.17,0
200bd7d4-90a8-4f27-9d0c-655d53344c7c,68.61,54.86,55.8,62.41,2.39,18.7,92.94,0.188,7,65.86,1
c4b98d7d-0949-4170-9e9f-c0c992a1da66,95.74,48.24,51.42,45.37,2.22,12.6,73.47,0.10200000000000001,7,58.36,0
e81aec44-f597-4e4d-be95-93b9c9fcbf54,95.17,58.81,51.52,47.51,2.34,24.9,85.87,0.223,7,62.81,1
ce632c47-b57c-4f7a-82d6-ee20dfcc5691,96.61,78.16,69.34,73.67,3.42,18.5,82.82,0.601,2,71.55,1
e97dd679-ab90-4fd2-a207-b8855a54e04b,67.76,47.13,44.84,34.98,2.32,23.9,84.24,0.263,6,50.1,0
7a24b58e-624c-47a9-a3ca-0786820c55f1,82.74,54.61,61.28,61.18,2.29,19.3,90.05,0.549,2,62.6,1
64f8e577-d8ef-489b-93b9-fe2dc6ce993d,78.54,59.32,64.42,57.39,3.48,23.9,79.8,0.426,7,62.9,1
b02c50b1-9594-4847-b83b-0e464ba6e38f,71.37,55.18,64.81,54.83,2.51,17.8,58.80000000000002,0.49000000000000005,7,53.78,0
feb03d8f-7b93-46b6-83b9-01225217001d,90.15,56.46,42.87,49.25,2.12,18.9,87.96,0.8880000000000001,8,55.2,0
b9c0eb65-c417-4406-bf49-a1bf6da0d040,77.88,52.82,61.41,69.76,3.5,20.3,86.39,0.45599999999999996,5,63.39,1
9d26ee57-7044-4190-b126-af7b36ef7e9d,85.84,73.35,74.12,65.35,3.71,27.7,79.75,0.461,2,73.1,1
1ecedb88-15ec-4ff1-b34b-69fa15f2b31b,95.31,63.87,64.32,48.44,2.7,21.4,75.71,0.746,8,59.03,0
0b6e012c-9195-4b84-be22-039a85b32014,72.02,52.76,60.59,59.33,2.5,22.6,67.0,0.496,1,58.15,0
1d775592-58aa-456c-8658-4b04cd5e222f,87.46,88.96,81.91,78.1,3.32,28.1,80.79,0.667,3,80.02,1
28392d3f-71de-4829-ba53-28d85c878da3,87.34,54.1,45.41,54.37,2.14,12.6,71.59,0.714,6,50.14,0
2141787e-75c2-486e-acf5-a68c94406627,69.12,72.61,71.11,72.16,3.27,19.6,71.41,0.7809999999999999,3,67.34,1
b59ee4ac-f7a5-4192-9d0c-c5e8a152e242,86.79,78.51,83.05,74.4,3.45,32.4,90.94,0.442,3,79.07,1
f66654ac-1402-40be-8444-7c57fd96938f,85.83,62.18,63.84,63.83,3.39,21.7,78.21,0.653,8,67.95,1
85f9e5ce-91a1-4d5a-89be-01db879375aa,77.22,56.8,47.51,63.34,3.42,26.8,84.85,0.261,2,64.01,1
ea3c5a49-7e7c-4d79-a42a-971dd503ec6b,76.11,63.88,69.62,67.23,3.27,27.3,66.05,0.876,3,66.37,1
cef621eb-3fc5-499c-a2af-d9bb90a44853,67.86,37.48,35.681250000000006,50.88,2.0,19.0,85.93,0.907,1,43.84875,0
8b1b9bc7-21eb-4b32-9266-9836ba3de309,92.33,62.03,73.21,58.87,2.82,15.6,60.06,0.8160000000000001,8,65.23,1
af44891b-2530-4b33-85e6-abf2d6aeaa28,83.46,66.6,62.52,59.23,2.77,23.7,75.67,0.161,4,63.8,1
47f6ffe3-313f-4342-8d31-d496b85e5960,98.65,79.64,79.52,84.16,3.46,26.3,77.5,0.38,6,79.76,1
ebc26cd8-c6a6-4f4a-ad3f-e150959b2a0c,89.16,62.97,69.52,71.4,2.94,23.5,65.23,0.865,8,64.77,1
e91c20c2-4014-4e74-b0ad-c9e129a7a5cd,69.88,67.11,58.74,71.76,3.21,22.3,80.96,0.865,8,64.51,1
b3f7be3e-c55b-4c92-b655-3bb48126ff45,67.69,81.7,87.28,78.32,3.7,21.6,77.86,0.461,8,72.65,1
194dc7ad-e197-4236-8891-e7a4e93f9f26,86.36,50.21,45.53,64.8,2.29,14.3,89.99,0.8130000000000001,7,54.73,0
c27e0c77-f57d-4ce2-9fb2-f2999135eb63,90.28,86.8,82.77,72.32,3.98,31.5,62.11,0.606,3,77.64,1
aa773a52-b5bc-4ca4-81ec-a2fba384fb59,86.71,51.75,49.47,58.17,3.18,18.8,77.68,0.7929999999999999,5,57.4,0
3649c865-05c2-468f-9bf9-2c0980bbf335,70.39,64.31,70.5,73.37,2.74,25.8,80.89,0.642,7,70.08,1
511e9b94-6823-4aa7-912a-f36467bd3048,96.41,70.2,66.02,62.92,3.03,26.1,80.54,0.312,2,72.51,1
4223ef15-8c13-4c2d-8f15-cf8182369ba5,68.7,60.56,58.64,46.64,2.0,22.2,86.93,0.344,1,58.9,0
4ee5cd9d-62fc-4b25-94cf-63239faeab47,85.82,81.37,73.28,77.92,3.54,21.0,73.81,0.807,1,74.48,1
a8dd53dc-087a-4d9b-ba57-cd147c6952b9,78.71,59.89,56.17,50.86,2.89,25.7,76.55,0.43200000000000005,1,63.88,1
ded18674-7e3f-48d0-973d-351b2996dc80,73.29,69.48,60.24,63.53,3.32,29.0,87.16,0.9570000000000001,7,62.21,1
f2a647c9-1e5e-4d24-9b9e-6cd165b9531c,87.19,71.64,52.5,66.66,2.9,22.8,96.9,0.11499999999999999,2,70.91,1
aaa75d1c-0468-49dd-af88-5d14c801c202,70.21,46.84,43.57,55.81,2.09,14.6,83.33,0.99,6,46.35,0
cb80c711-c6f4-4357-8ac2-2fe0181887ab,97.16,37.87,35.681250000000006,39.45,2.7,15.6,85.56,0.613,1,53.27,0
c9151f30-c5ef-4984-8896-0f523a233bdd,87.69,65.88,71.5,72.63,3.1,19.2,84.56,0.526,5,70.27,1
a9b59455-5448-410d-a958-8c11a50aabf4,89.7,63.22,69.77,71.9,2.82,20.3,87.47,0.915,7,69.41,1
5ef235b3-1038-479c-838f-2a050f2054bd,99.96,80.06,80.93,71.54,3.47,25.9,77.36,0.9480000000000001,3,72.59,1
d740b0dc-f927-474d-b016-ecff570c2402,99.03,67.92,71.03,76.65,2.85,21.5,69.36,0.394,3,71.62,1
80c4ff14-a56f-4d6e-8e8f-2fdd99089430,69.79,59.17,67.6,58.32,2.59,22.1,83.14,0.258,4,66.45,1
dde9ba7c-8712-4fb0-8e29-04d1d5b058aa,81.81,55.75,63.69,50.92,2.99,19.0,74.5,0.4,8,63.57,1
fc9f9701-f36d-44a4-8808-25f28c6856c5,89.39,75.62,75.3,72.17,2.67,30.2,76.49,0.371,5,78.08,1
3a0ea191-ed1c-499d-aec0-cd4f1ea85cff,76.56,78.07,76.3,73.77,3.59,20.0,66.27,0.38,6,70.76,1
5bd7dcf5-b234-4a23-80e1-53578d8ff57e,68.6,76.13,60.61,68.04,2.64,27.3,84.11,0.40499999999999997,1,63.93,1
d5aa64ec-a1ac-44fd-a320-ff89e0a5f7ff,67.73,54.78,42.37,42.98,2.0,15.2,85.38,0.908,7,48.86,0
3a884e41-bfbd-4729-8966-212cbe7d819f,70.85,65.58,62.39,63.64,2.39,17.9,72.82,0.542,1,62.95,1
ea463e8a-4f89-4e70-8469-bcac4a7f4401,81.05,65.97,65.65,65.04,3.2,25.5,78.32,0.211,1,74.59,1
e12c0d00-d0dd-4036-bee2-350a541a06ae,93.54,60.99,50.81,62.69,3.26,17.9,75.8,0.914,7,62.3,1
31736982-6d43-495e-a011-5e9b5cc34bcd,77.54,56.73,39.86,46.07,2.86,22.4,77.25,0.875,2,53.04,0
81e54f12-fa6a-41ff-a2c1-a8d83ce75748,86.92,62.2,64.45,58.43,2.26,25.2,79.46,0.5860000000000001,6,65.48,1
eb37030e-c50e-427c-8fe5-fafc6ae80a08,89.52,65.05,72.06,73.07,3.36,25.4,76.08,0.466,5,70.0,1
c48f137e-59c9-4e56-aec5-43311e17e0fc,68.6,40.02,35.681250000000006,43.79,2.16,20.5,76.21,0.924,3,43.84875,0
41b11143-526d-43a6-add3-c0e6d7d6eaac,92.33,66.5,61.17,59.74,2.36,23.2,82.91,0.194,2,70.37,1
8e1f20e8-08ae-4763-bf1f-261490f059b7,85.58,75.28,71.41,60.97,2.57,28.5,71.89,0.132,4,69.12,1
95bc27c6-4771-4af7-b532-6e0fdae19b8b,72.38,71.41,77.1,72.35,4.0,23.6,85.94,0.8039999999999999,7,68.85,1
248bec89-0355-4edd-ad67-e4dbae3d209f,82.13,67.52,64.85,69.12,2.33,16.8,81.33,0.79,4,64.28,1
69296f29-7a49-48d5-8eac-8a7fb19b7b76,98.76,74.52,76.45,59.94,2.52,20.8,90.79,0.466,1,73.0,1
e8e2f1ee-1488-4f18-b3be-a18b31c3d7df,93.46,74.86,79.39,63.3,3.48,29.1,77.25,0.128,7,73.44,1
faa8f5a6-417d-43cd-81f6-e440abc3bd76,65.32,40.11,51.24,44.89,2.03,16.9,88.95,0.233,3,48.87,0
8653ef9a-684a-49a2-8fa6-be6b0e69069b,80.82,79.81,73.2,73.47,3.72,20.0,81.87,0.22200000000000003,4,71.98,1
76337e86-0185-4a52-a3fc-ce7ae338697f,90.85,36.5525,41.93,43.19,2.3,17.5,82.73,0.784,8,50.92,0
ea524276-36cc-41d6-8c84-55f03ebabcf8,85.82,53.48,53.51,57.28,2.47,17.4,79.3,0.22599999999999998,7,61.13,1
8931d2f0-3ee5-4513-acb2-bcf395df6361,71.26,71.78,70.06,66.79,3.48,21.6,80.53,0.156,3,68.32,1
eb0613de-f2d5-4d5c-896d-249ddfc43127,74.55,69.24,64.04,68.85,3.13,18.5,93.17,0.132,8,63.96,1
4ff0d225-ffc7-436c-8b03-2c71745693cc,81.28,78.62,77.1,86.23,3.35,19.3,88.11,0.86,8,74.76,1
70781642-dae4-46de-b7b7-24357b177f9e,98.08,58.05,73.87,61.55,2.26,23.4,76.8,0.274,2,67.5,1
71acf2ba-dde2-424f-bedf-2801738e185e,99.93,83.62,83.74,74.01,3.8,30.4,82.2,0.945,4,81.09,1
65db2b41-0d81-4e15-9350-470733ea3931,69.51,67.28,64.68,65.59,3.27,21.6,79.92,0.9410000000000001,4,57.77,0
7fa47482-0f8d-4924-b4d4-af0edce593ba,93.89,42.28,42.3,36.6,2.0,15.4,81.64,0.592,8,48.26,0
c12bdb4a-928c-4275-9066-be5f1992b88e,75.62,38.56,35.681250000000006,40.88,2.0,16.3,80.53,0.775,7,43.84875,0
733fdd8b-7998-474d-bc9b-7e6b10de5675,70.58,55.37,55.12,51.03,2.48,19.4,78.15,0.924,6,60.2,1
99fc7a7c-da1f-497d-a9fd-46e0d76349d1,65.03,71.66,73.96,64.44,3.43,26.5,82.83,0.8089999999999999,3,70.92,1
e16e55d9-9d01-49b4-b603-abe58a10d165,79.36,44.11,45.33,44.04,2.0,22.1,83.25,0.40700000000000003,8,60.41,1
c304805d-07aa-4fe3-8600-a3b6c7c2b2a0,83.9,59.42,69.81,68.94,2.88,19.8,82.92,0.48,5,69.42,1
a72c3612-2623-4854-b078-7a57debb2f29,90.61,74.17,67.61,81.55,3.2,20.0,82.42,0.364,8,74.19,1
17eae3dd-999d-439f-bd46-69e580d128b9,89.15,50.24,67.47,61.13,2.82,23.8,80.95,0.639,5,63.97,1
ba91c829-0eda-486d-8906-ea7927cc5ec2,67.3,59.19,55.4,60.72,2.34,17.6,85.58,0.617,6,55.93,0
e3922a1a-b002-45cc-b2c0-5698fe7e77fa,69.85,80.0,76.29,74.27,4.0,23.2,76.19,0.275,1,76.45,1
e3d3067d-9c75-4c60-92da-e582e3e85757,92.51,55.83,58.28,53.35,2.26,21.9,89.61,0.147,4,61.37,1
2050925d-d2d1-4ed9-a965-30b15bc1b760,85.3,57.7,59.91,52.72,2.64,23.9,72.1,0.41500000000000004,5,60.22,1
467fc9c9-17ed-4fb4-ba9e-31badb26c4a2,71.74,79.85,74.1,75.97,3.3,21.8,88.53,0.233,4,74.28,1
a00e8789-d7be-4d57-9b9c-f1d80fe08266,71.57,67.3,68.13,61.41,2.95,18.9,84.63,0.751,3,63.53,1
7730314a-5579-4f67-9081-7ba672e3ecc8,81.22,56.68,56.41,66.16,2.27,16.0,73.9,0.945,6,60.29,1
5b6b4798-32fa-4a76-9b47-26ba1ee942b5,69.4,47.67,47.06,57.66,2.33,15.2,80.58,0.722,3,50.92,0
e8b0c1c1-c38f-4ab4-a47f-bd85e784e3f9,66.5,57.81,64.68,58.4,2.6,27.7,80.55,0.8460000000000001,4,61.19,1
b2f0526d-7751-4375-a9cc-77188ddd25c0,69.65,58.68,47.08,62.67,3.35,25.2,62.87,0.318,7,60.38,1
dff1db15-151c-4bbe-aac7-3461baa6a3b5,87.91,81.82,72.59,80.76,3.98,26.3,77.08,0.292,4,76.2,1
0eeb1f91-fe88-4d8b-a5ec-891ff039a8d2,87.76,74.37,83.83,74.61,3.87,22.7,74.73,0.763,7,72.21,1
c66d1c3f-7d99-4ad6-b7c7-1cb6c07243f1,85.93,78.56,63.61,75.05,2.81,31.1,70.36,0.791,7,71.39,1
50a434fc-2b6b-4785-92bd-8a0c040a54f8,91.28,69.17,66.87,66.75,2.82,17.1,84.92,0.493,8,71.91,1
9f4e576f-b619-4050-b8d7-8a0abb40eb76,96.11,65.52,67.81,60.25,2.79,20.6,77.74,0.252,6,70.89,1
b305d215-98c8-44a4-b43c-ceaaa588929e,70.37,72.38,68.88,66.73,3.46,24.5,83.44,0.29700000000000004,1,68.62,1
48105607-3a5c-4759-866e-80fdf0475d49,88.18,62.05,49.19,63.82,2.78,15.0,92.76,0.763,3,63.3,1
03574a1f-e641-47b5-9741-dac460ef153c,83.78,60.39,63.72,68.82,2.52,22.8,91.92,0.24700000000000003,1,65.18,1
98f75651-e7dc-415f-90fe-2ddd977c7586,85.63,68.27,78.55,75.85,3.62,28.1,76.13,0.967,1,74.93,1
94608ae5-cb9f-441a-b03f-1063ee8d7905,95.97,82.3,79.06,79.24,3.84,20.8,72.86,0.8150000000000001,3,79.9,1
1a3aeced-ac98-4e00-8909-9a0486bc98a0,65.04,73.53,64.78,83.18,3.16,19.9,91.49,0.9789999999999999,4,68.07,1
fb02d7db-c040-41ea-9672-2de269f3d9de,96.51,62.27,72.0,71.78,3.09,27.8,78.05,0.9550000000000001,8,71.03,1
a70c91c9-a099-4c8b-877b-59ad872b593b,88.15,48.49,65.81,62.39,2.63,20.7,82.53,0.829,2,63.29,1
4d0d57d3-cb04-484e-ba06-40d771c8033e,97.54,70.56,67.43,56.93,2.85,27.3,90.91,0.522,4,66.32,1
4e63cfe9-24c3-4527-98c1-8802788a3231,78.89,74.71,59.66,65.27,3.36,22.5,74.16,0.8939999999999999,8,61.28,1
c517fd1a-8da4-4bd2-80e3-4fc11caac27d,72.12,67.23,71.39,81.31,3.0,30.6,69.22,0.836,5,69.47,1
b9678edc-4a26-4beb-a995-974df9364a37,79.19,79.14,85.4,89.78,3.44,26.2,73.53,0.516,6,83.71,1
2de40786-f329-4408-b112-f0d0ce37a26b,79.92,62.5,58.28,67.48,3.07,21.9,88.93,0.8320000000000001,3,65.36,1
21e78f7b-34bc-4b2a-9f84-0382a1d9f32b,73.01,57.31,62.65,64.8,2.91,20.5,68.06,0.741,7,61.51,1
08a24998-0c1c-4f7e-9829-d74eeb95d253,99.52,65.97,64.34,68.31,3.2,24.0,71.77,0.945,6,70.67,1
e252caf1-5794-41ef-a012-f6101b13ecfb,80.32,45.86,35.681250000000006,33.71125000000001,2.0,18.3,81.51,0.679,7,45.4,0
4cb01682-3544-416c-ba6a-ea7c57e5e77c,93.51,78.7,85.94,86.09,3.55,26.6,82.63,0.634,7,84.15,1
395bdd9e-c7ce-4c47-8fb1-6f7d8140a3e6,70.61,78.1,67.4,72.43,3.05,27.6,70.67,0.202,5,71.25,1
41fcf104-c0de-468e-bdd3-c15e408337b8,74.38,50.12,51.14,56.84,2.46,27.4,88.42,0.593,7,56.56,0
7ba85c7c-7a7b-44dd-ad8c-4798ca2e1d54,97.39,62.3,59.07,43.54,2.58,17.7,73.82,0.669,1,63.81,1
f2b0423f-8078-4282-97f4-b968dbe184e4,91.24,77.34,88.04,82.0,3.25,30.1,64.98,0.724,8,80.05,1
569ce42a-0776-45f9-9654-b3ceacd82c66,80.37,69.68,66.99,71.52,3.32,21.3,81.81,0.768,6,64.55,1
c9374cca-d9aa-4e45-9ee7-a9c5587fbece,91.16,56.85,63.57,55.48,3.13,13.7,78.65,0.775,4,58.31,0
0dbd233e-4a90-4987-8b74-c0835fe04811,82.16,57.02,67.06,59.85,2.6,28.5,73.33,0.799,7,69.66,1
d0d09b20-b5d3-4d58-8b7f-7f1b8a4c3b80,65.91,46.94,50.7,59.3,2.53,20.2,67.01,0.615,6,56.84,0
a94c21c8-d979-4bcb-93fd-a4c7e7eaea61,99.13,67.92,65.59,66.48,2.79,22.4,83.96,0.969,6,72.04,1
aed1b378-f7ef-4978-8cab-6e66de4f5898,90.86,68.35,62.51,64.99,2.92,15.9,83.38,0.40599999999999997,4,68.77,1
6df1a951-94c8-4d8b-a491-91021a63fdea,76.58,67.54,76.98,69.64,3.68,18.7,71.74,0.44699999999999995,7,69.87,1
d1665508-463a-4551-a0a7-89f7f341fe88,67.5,59.03,57.2,57.15,2.71,19.8,89.48,0.5,8,57.67,0
0c585d90-d434-42ee-b3ce-fd3cbc2c3570,99.36,65.33,71.36,64.79,2.99,27.8,87.97,0.55,4,76.05,1
b94b1200-3a99-4add-b156-4ab2fd059ab0,81.42,70.97,70.59,65.02,3.54,24.8,79.15,0.714,3,71.06,1
1f134ab0-e84c-4683-bb3d-c252d22dac2c,91.51,63.76,62.63,63.42,2.77,19.1,85.47,0.348,3,67.69,1
823917b5-2279-4d99-9145-e14260d4f7e3,90.84,76.54,68.85,79.72,3.12,28.3,88.74,0.18,2,77.81,1
3aefec21-5bad-4111-8956-ef075e6b1be6,81.55,70.93,64.49,71.43,3.76,27.3,68.88,0.763,5,68.12,1
6d480d3c-a1c6-4908-b67d-b18f63d4daca,69.44,50.71,50.0,51.6,2.63,14.9,82.13,0.666,3,52.39,0
f047d1e4-242e-49c8-8734-641fe84f975f,73.97,68.1,66.73,67.01,2.87,20.5,79.87,0.213,4,67.45,1
7b317ceb-9b3e-46a7-8118-f2a46efe4e9f,80.98,71.74,64.01,55.88,2.96,20.7,80.27,0.382,6,63.05,1
ee622eef-83fb-49a2-95f4-6b68786bd28a,74.71,69.87,67.45,63.77,3.58,27.6,86.79,0.798,4,70.25,1
db66113d-a4bf-4a4e-ae14-2ce3426fac95,88.63,60.2,49.34,50.19,2.82,26.1,75.91,0.46299999999999997,2,60.49,1
e4ef6290-d673-4519-841d-a901d2f3f202,70.24,59.22,59.62,51.91,2.59,14.5,73.02,0.41200000000000003,1,56.7,0
58262fe3-b517-4f11-b104-0cc7c9510aee,75.85,79.69,72.72,85.91,3.97,22.6,86.66,0.418,7,77.06,1
3e410275-041a-4cd5-9fd3-fffc571a2ba2,94.29,65.03,57.8,56.94,2.48,19.8,75.35,0.548,7,58.2,0
5b328972-85b2-45c2-972b-66926fc7c77a,88.44,84.33,74.64,79.73,3.76,25.3,79.76,0.2,2,83.5,1
640cf048-1efb-4e96-8fe6-05e435bb1f53,80.36,72.32,60.88,69.63,3.9,30.3,69.32,0.6799999999999999,5,75.21,1
9c239f73-8ede-4f02-84a4-df3c9bb6cb8a,68.7,72.03,76.13,80.88,3.49,27.0,83.84,0.275,3,79.35,1
00d77926-e876-497c-b833-1858de26e1ae,90.88,61.73,54.27,71.02,2.75,24.1,86.6,0.29700000000000004,7,69.13,1
08d165ef-2e73-41c7-8563-175e3538ba79,94.64,69.31,64.26,68.86,3.09,28.9,84.32,0.6799999999999999,6,67.96,1
a1fd8073-b98c-4d8c-a3ba-ef1a07a5d708,82.52,70.91,69.61,65.67,3.47,21.8,77.67,0.866,3,68.41,1
a6726cf1-0ad3-4f0d-96de-2bb972d35f01,91.82,67.94,69.26,70.58,3.26,29.8,78.54,0.6940000000000001,3,72.13,1
0329a140-6dec-4898-a595-5448c149a970,77.53,71.24,61.87,72.59,3.04,21.6,80.94,0.6950000000000001,1,64.03,1
6775dea6-6848-4d5e-b6ca-ecfa92b7fd22,98.79,73.02,67.35,76.88,3.35,28.0,87.82,0.45199999999999996,1,77.75,1
