student_id,attendance_percentage,quiz_score_avg,assignment_score_avg,midterm_score,historical_gpa,study_hours_per_week,participation_score,subject_difficulty_score,semester_number,final_score,pass_fail,attendance_tier,gpa_tier,ca_avg,rule_risk_score,midterm_relative
95f8f717-06d5-4c7c-9a2a-bc0d832bdb31,83.14,92.8925,86.67,88.37,4.0,24.7,75.29,0.905,7,82.87,1,2,3,89.78125,0.13298625,19.9375
a3041a7b-0ddc-439e-8e5a-a81f9808218d,70.22,69.05,75.99,75.05,3.5,25.3,72.27,0.562,4,71.62,1,0,3,72.52,0.27641000000000004,9.789999999999992
c82ba224-d163-41eb-aad0-3d4dead5b6c3,68.4,67.99,64.32,64.84,2.85,28.2,84.02,0.237,5,68.07,1,0,2,66.155,0.33341499999999996,-0.8355555555555583
717094c5-791d-4b67-bc61-ea159bcf7de0,90.16,71.38,71.62,71.23,3.65,24.1,79.36,0.7929999999999999,4,70.18,1,2,3,71.5,0.21116999999999997,9.902500000000003
a7ad6d79-ab9b-4802-acae-324be17e867b,77.54,56.28,58.49,50.24,2.81,26.3,90.93,0.673,1,61.11,1,1,2,57.385000000000005,0.36696499999999993,-12.971666666666664
1d553276-b49d-4297-add5-a705f0916ba3,90.82,45.69,58.07,50.84,2.1,15.8,95.15,0.7969999999999999,5,58.6,0,2,1,51.879999999999995,0.32856,-11.728181818181817
f937fb53-c0d5-4e4a-a6e2-b815be8ce0d3,70.44,58.31,56.36,48.7,2.39,16.8,83.24,0.284,1,60.29,1,0,1,57.335,0.400135,-16.83
30fa4820-d64f-45b5-9e7d-0c6a047ed4c4,84.73,79.0,70.89,70.67,3.28,17.8,89.5,0.963,5,68.91,1,2,3,74.945,0.22423500000000002,10.878333333333337
8b69d96a-a439-4265-a68f-b21c0a50dcf2,85.38,43.22,44.25,44.71,2.12,15.7,76.42,0.965,7,47.82,0,2,1,43.735,0.393145,-24.11166666666667
5f69073f-1824-4684-9b3c-acdb9232d724,82.23,69.39,69.92,73.39,3.12,21.4,83.79,0.794,7,71.99,1,1,3,69.655,0.24194499999999997,10.118571428571435
ed7f3c81-fc18-4b60-8e8a-34d6d306449c,74.51,55.89,58.31,56.28,2.89,25.2,77.11,0.957,3,60.23,1,0,2,57.1,0.36182,-1.7166666666666686
e2f7b9bc-5004-4581-b1b3-cf19891131ae,98.05,86.11,85.19,93.53,4.0,27.0,75.81,0.186,3,87.97875000000002,1,3,3,85.65,0.07025999999999999,27.75
f9379cec-212f-49bf-9d1b-790b4a44ab5e,88.56,70.36,62.49,63.39,3.11,26.9,82.74,0.6809999999999999,1,70.95,1,2,3,66.425,0.25631499999999996,-9.974285714285713
9b4183c1-9a68-4dfb-81fd-cdd702365d71,93.31,72.1,72.85,70.03,3.34,19.3,81.58,0.318,5,72.75,1,3,3,72.475,0.199245,6.643333333333338
b5010b8e-78cb-47cb-8e9f-d003d8a85155,66.34,55.69,56.85,64.8,3.03,20.0,83.61,0.599,4,60.75,1,0,3,56.269999999999996,0.37143,-0.11400000000000432
bddef111-628c-496e-87ea-438ebbab4827,80.52,56.98,52.58,60.88,3.19,15.6,79.5,0.67,7,53.23,0,1,3,54.78,0.33094,-1.4833333333333343
a69ef827-dc96-45b8-8489-57e6c49e1160,91.93,59.02,56.43,60.82,2.45,22.5,93.75,0.4059999999999999,2,64.83,1,3,1,57.725,0.276645,0.5183333333333309
9febad4d-76f3-47a5-b098-1a12575eaec1,94.27,62.28,68.81,70.09,2.8,25.5,81.84,0.579,4,69.84,1,3,2,65.545,0.216015,2.161428571428573
378c685d-cabe-4f5e-b6aa-52144f4fbff2,71.83,63.59,62.61,71.01,2.7,28.6,71.3,0.627,6,68.06,1,0,2,63.1,0.31034999999999996,0.804000000000002
95d3b7e0-5ef8-44d1-aa61-e15caba6741c,66.74,77.75,87.85,70.61,3.5,29.2,78.07,0.893,1,69.54,1,0,3,82.8,0.27281,6.842500000000001
d64a674f-07a8-4ef6-aec4-5c33c59a2d54,84.66,63.8,63.61,59.8,2.74,27.2,71.36,0.772,8,66.21,1,2,2,63.705,0.2908450000000001,0.046666666666666856
aa5dd7bc-43f0-4b55-ab5a-e941d7abab11,76.15,53.29,51.52,58.18,2.59,22.5,79.33,0.721,1,57.41,0,1,2,52.405,0.36364499999999994,5.407499999999999
b5504fc9-9468-47a3-9db8-727d2c51b1dd,95.98,71.27,74.65,72.36,3.08,20.4,82.06,0.4549999999999999,2,71.94,1,3,3,72.96000000000001,0.18011999999999995,-1.9750000000000085
5afb7c93-1f3d-4d1e-8c6f-23f4b9868a57,96.84,58.51,67.73,58.21,2.09,20.5,100.0,0.519,3,69.07,1,3,1,63.120000000000005,0.24864999999999995,-6.568571428571424
ee5cebb2-bcad-4324-99af-cd881dcd105a,80.82,68.06,67.68,63.36,2.94,24.8,83.42,0.316,5,70.55,1,1,2,67.87,0.28302999999999995,-0.045000000000001705
8135f04a-0797-40c6-9a1a-6a76c0e3c254,87.88,62.48,54.03,59.88,3.13,22.3,88.99,0.257,3,67.67,1,2,3,58.254999999999995,0.2940750000000001,-2.654285714285713
b1fd8a64-2ef8-42ea-8a6f-8a5c471b77e7,75.77,64.51,64.69,70.86,3.08,23.8,59.25,0.6940000000000001,1,67.95,1,1,3,64.6,0.29054,10.256
c1b7ccf9-df96-447d-bd88-14cc841b93ee,91.55,56.62,69.81,60.64,2.57,24.5,76.05,0.448,8,61.64,1,3,2,63.215,0.262235,-6.99199999999999
6cb95cf1-49c0-48a1-b7b0-a345e85a9d25,97.95,78.27,70.92,69.68,3.45,20.6,82.69,0.298,5,73.9,1,3,3,74.595,0.17537499999999998,-1.6042857142857088
8b00f8d3-b7af-40ce-8488-c9d8e7bfc43c,87.41,63.5,60.57,64.77,3.21,27.7,82.93,0.692,4,69.3,1,2,3,62.035,0.26994500000000005,-1.2319999999999993
0864daae-8525-44fc-9536-797556e8c8d1,97.76,62.92,67.53,57.77,2.92,23.4,84.08,0.563,8,66.79,1,3,2,65.225,0.23997499999999994,-13.65999999999999
0c384053-4fa3-4e58-9c83-8c64804a46ac,82.0,62.6,67.33,62.49,3.15,23.7,73.29,0.499,2,66.81,1,1,3,64.965,0.289635,-8.556666666666665
88b34a55-7466-492c-b537-cde8fb4338c2,83.06,49.38,49.02,54.59,2.52,15.5,83.15,0.725,6,50.46,0,2,2,49.2,0.35639,-11.97399999999999
e1ab1c23-3709-47b1-baed-ad4f8743a625,95.23,62.06,62.81,61.78,2.56,27.7,80.15,0.5429999999999999,5,67.91,1,3,2,62.435,0.24643499999999996,-8.759999999999991
ea31ae41-8896-427b-b4ae-999070b27947,93.78,54.48,41.17,55.47,2.26,23.3,95.24,0.71,4,52.58,0,3,1,47.825,0.31499499999999997,-12.84041666666667
1cee7416-e0bb-4942-bf37-776da655d765,80.5,86.69,78.81,80.98,3.9,24.6,82.43,0.288,5,78.42,1,1,3,82.75,0.18681,9.050000000000011
25aea941-1606-41eb-ab55-e4a5846799f8,92.71,68.16,76.03,69.22,3.06,26.7,80.17,0.199,6,73.76,1,3,3,72.095,0.20521500000000004,3.0660000000000025
48e6d8be-de8b-426e-b7a7-098206f5810c,66.7,71.65,69.82,73.24,3.02,27.5,68.7,0.356,7,71.6,1,0,3,70.735,0.30127499999999996,10.607499999999995
043e4b18-807d-436a-a6b0-34a2ef190665,72.13,62.1,67.57,64.32,3.89,22.2,83.39,0.3419999999999999,3,66.12,1,0,3,64.835,0.32401500000000005,-0.28142857142857736
99207f9b-7938-4018-8aaa-1046669fefe5,92.37,80.54,71.69,68.17,3.16,17.6,81.86,0.411,2,72.53,1,3,3,76.11500000000001,0.19766499999999992,5.037500000000001
bde01d9f-d3e1-43bb-aecc-5d947054d8a0,73.79,82.55,72.05,64.24,3.12,18.4,80.25,0.899,2,66.99,1,0,3,77.3,0.28021999999999997,-2.134285714285724
3924af1e-b8a9-4334-a6fd-4b1d0c5415f5,76.81,58.75,56.34,58.53,2.44,25.8,82.47,0.469,8,65.69,1,1,1,57.545,0.344535,-10.578000000000003
f51cba36-dd28-490b-8b74-0df609a6c2d9,83.44,50.96,42.82,50.84,2.4,10.6,85.88,0.614,1,53.3,0,2,1,46.89,0.37305,-10.497999999999998
6049c6a7-1a9c-4022-9e17-9937a2e2be5e,78.94,59.69,61.33,69.49,2.86,21.1,81.64,0.95,7,58.86,0,1,2,60.51,0.29424,1.534444444444432
fdfd0d00-f1b3-4f03-8af1-613d8e7e26da,83.0,73.13,75.07,68.81,3.23,23.0,87.89,0.7969999999999999,6,71.23,1,1,3,74.1,0.23926999999999998,6.241818181818182
c8ea61f2-8fe9-410b-8594-c2572f234b03,83.8,71.76,64.54,69.6,3.84,20.8,67.86,0.977,8,66.46,1,2,3,68.15,0.25155,16.929999999999993
64e8fa41-9591-4dab-ba35-d672cb209487,79.22,50.97,50.18,52.85,2.31,14.9,58.80000000000002,0.631,7,50.98,0,1,1,50.575,0.3728449999999999,-8.594166666666666
29be8d25-071b-4b57-b37d-0892ce557db3,91.36,71.07,63.08,73.0,3.31,27.6,75.98,0.534,8,73.25,1,3,3,67.07499999999999,0.21433500000000003,8.435000000000002
04afc30d-0a1a-4734-a178-1a4e49364046,89.24,79.07,81.95,59.48,3.36,28.0,90.46,0.491,3,75.34,1,2,3,80.50999999999999,0.22307000000000002,-1.9922222222222246
d415ba8b-ae5b-424b-8422-536483512fe9,84.75,68.89,70.72,59.08,3.27,21.7,85.52,0.384,3,69.22,1,2,3,69.805,0.27434499999999995,-10.198999999999998
b97f72f9-e1b2-4c46-bd8c-c9088330b407,85.78,73.94,80.17,80.62,3.39,29.9,68.83,0.554,6,79.6,1,2,3,77.055,0.18385499999999994,11.917000000000002
cbdd1c3f-3d80-4005-8d73-ae074a9b4d2e,72.45,53.26,56.26,58.12,2.62,18.4,81.26,0.384,7,59.65,0,0,2,54.76,0.37156,-11.158999999999999
8b70a8a9-5b3b-4642-bc46-2d5bfb14b232,79.7,54.72,67.97,56.35,2.96,15.4,90.85,0.938,6,62.04,1,1,2,61.345,0.32811499999999993,-2.604999999999997
d394e6c5-7916-4e71-949f-47d737164f8c,77.05,75.99,77.23,78.34,3.8,20.8,76.8,0.283,8,76.01,1,1,3,76.61,0.22695,9.312000000000012
326f188c-30ef-43f6-8ec7-9d6bd1feff4e,88.96,57.42,57.21,51.75,2.25,15.9,78.19,0.1689999999999999,3,60.01,1,2,1,57.315,0.316965,-11.135714285714286
95faa752-a7a1-4597-bbe1-4d3a7386fe5c,75.22,55.65,65.99,58.16,3.02,28.4,83.45,0.393,4,63.76,1,1,3,60.81999999999999,0.34218000000000004,-2.7657142857142887
e8fd7ad2-014d-4a31-b1fa-bb528c5c5afe,69.14,63.65,57.76,67.53,2.82,26.5,81.94,0.5820000000000001,6,63.42,1,0,2,60.705,0.338735,2.518749999999997
f5ab36d3-ef97-42a7-8bf3-7fa6266d25a6,73.77,60.25,59.85,78.28,3.28,27.9,85.45,0.687,2,67.29,1,0,3,60.05,0.28993,7.353750000000005
5d67b907-ad24-48a0-9b7c-e90b54816eb6,92.07,67.85,61.34,70.91,2.68,19.5,77.99,0.224,8,69.56,1,3,2,64.595,0.22520500000000002,10.599999999999994
b8ee53ab-0ac0-4687-93fc-ca14929d0518,87.02,64.52,64.34,72.31,3.15,26.8,88.18,0.399,7,70.58,1,2,3,64.43,0.24169999999999997,4.338333333333338
7469f9ed-3075-4510-9d00-e1d9ce0d071b,94.25,60.2,59.27,50.65,2.7,17.9,75.59,0.399,3,60.03,1,3,2,59.735,0.291845,-17.321666666666665
ce4589fe-c8c5-4b5e-8399-3804982c0a3f,96.09,76.92,76.86,76.68,3.13,25.9,76.89,0.231,6,80.92,1,3,3,76.89,0.15492999999999996,17.811666666666667
efc1a65f-6036-4635-b744-83d48429bf2c,74.07,72.38,83.07,74.81,3.72,30.3,89.16,0.945,8,69.93,1,0,3,77.725,0.24611500000000003,3.2628571428571433
7e4dea56-150d-48ba-b639-9f8bce4d51a3,84.14,61.68,65.17,64.72,3.16,28.5,92.97,0.592,3,67.45,1,2,3,63.425,0.279005,-0.09874999999999545
ec08fba9-92ea-474b-b178-9de3370a8b93,84.79,52.32,51.15,52.68,2.91,15.0,80.84,0.72,7,52.5,0,2,2,51.735,0.34759499999999993,-12.205000000000005
224ca897-ddc0-4b89-9741-333c225f5bd9,97.36,63.48,57.26,54.56,2.48,23.3,81.27,0.465,3,64.49,1,3,1,60.37,0.26577,-10.168571428571425
22d95080-36e9-4d41-9376-992b6a20c76b,66.44,67.87,62.07,71.76,3.36,21.9,79.33,0.581,3,67.15,1,0,3,64.97,0.32405,2.5088888888888903
23369b8b-3946-41f3-b95b-dd2c4bbd9eba,67.31,64.26,51.68,51.89,3.01,21.9,74.8,0.769,8,56.68,0,0,3,57.97,0.40118000000000004,-6.936
f5d7716d-5954-453a-968c-22f7594fb0cc,91.04,65.53,67.57,59.87,3.06,18.3,77.56,0.7230000000000001,5,64.69,1,3,3,66.55,0.25658,-2.530000000000001
edbbec52-97a5-42d4-abca-c49b584a4a4a,77.78,81.83,70.21,83.67,3.6,25.2,74.09,0.262,2,73.35,1,1,3,76.02,0.20981000000000002,21.83
305f4762-c495-4458-b8a0-ee89f0caa99c,67.69,72.11,66.29,74.69,3.53,21.2,76.08,0.827,6,72.87,1,0,3,69.2,0.29757,8.007142857142853
1b6fe0d5-8d3a-446b-a5cc-750d7121246f,86.2,47.85,49.02,48.39,2.93,14.0,81.07,0.189,7,56.03,0,2,2,48.435,0.36472499999999997,-8.769999999999996
2cc9b696-fc7a-40b3-860b-9c8740b60a2d,67.02,58.26,64.34,60.83,2.73,26.6,82.08,0.77,3,56.81,0,0,2,61.3,0.36553,-3.2325000000000017
b4d25e81-d124-4576-bc75-2da823a59425,97.26,70.37,63.01,61.65,2.65,17.8,72.6,0.497,6,66.08,1,3,2,66.69,0.22594,-2.914285714285718
94b21e30-38c4-46f9-9c0e-29195fcaf9ec,71.7,64.03,76.74,70.58,2.92,30.8,73.21,0.92,8,72.45,1,0,2,70.38499999999999,0.29030500000000004,6.293750000000003
e4fc420a-6194-4a13-9bf2-590c46896675,88.18,45.94,48.88,46.26,2.63,13.4,78.69,0.1699999999999999,1,52.92,0,2,2,47.41,0.36626999999999993,-12.504166666666663
bf409229-f050-4636-9660-daed38f5e221,94.78,85.1,87.75,76.14,3.55,26.6,70.39,0.576,5,77.23,1,3,3,86.425,0.133185,19.550000000000004
0e19dc71-c587-433f-a519-2c01784f2e55,81.64,58.11,67.83,58.87,3.09,19.7,79.97,0.825,8,62.48,1,1,3,62.97,0.30792,0.942857142857136
c09ddba2-aea0-4082-9ae7-4c1cada63365,98.3,64.51,58.35,45.46,2.7,20.4,75.08,0.11,2,65.48,1,3,2,61.43000000000001,0.28613,-15.27428571428571
39b26282-7fdd-4385-8aac-b60e3544a852,66.6,72.36,64.44,77.48,3.19,28.5,81.22,0.417,7,73.55,1,0,3,68.4,0.29596000000000006,12.88000000000001
465a690b-2924-4ab6-b8f0-0d4b1b0141c4,84.0,79.5,61.37,66.12,2.34,27.2,77.59,0.787,3,65.93,1,2,1,70.435,0.254335,-4.201428571428565
7ccb12cf-7aa3-45e1-a63a-095b4ca9bad9,97.7,71.63,65.65,72.22,2.82,19.0,72.75,0.3379999999999999,4,69.36,1,3,2,68.64,0.18661999999999998,15.893999999999998
ad134561-2a28-40c5-821e-b83d7464dc62,95.3,73.7,79.28,76.66,3.1,24.4,79.3,0.438,1,76.13,1,3,3,76.49000000000001,0.15935,2.6233333333333206
622ee981-c28b-418f-a0a0-c7c850808299,92.47,75.88,76.72,69.87,3.3,28.7,78.91,0.237,3,77.74,1,3,3,76.3,0.19160999999999997,4.194444444444443
ea8b1ba5-4a56-46c0-a4b3-201aa2ced08c,83.1,66.89,73.55,71.52,3.03,27.9,84.23,0.678,7,78.02,1,2,3,70.22,0.24238000000000004,12.609999999999992
0cd4f0f3-3304-42fa-979e-5fb99673d71a,94.34,65.61,67.95,70.2,3.14,21.3,84.14,0.925,2,68.49,1,3,3,66.78,0.21169999999999997,10.446666666666665
6855d750-d16a-433a-b19f-6d4bf58d577b,78.13,39.28,35.681250000000006,47.39,2.38,19.5,61.25,0.727,6,47.89,0,1,1,37.480625,0.43286812500000005,-21.191999999999993
23d14e79-2a0e-4981-96e4-acdc5fa931c6,77.05,58.0,71.78,68.27,2.62,16.8,79.2,0.849,8,64.55,1,1,2,64.89,0.29231999999999997,9.081428571428567
33c1f731-d95d-4939-8a1d-dbad9963e91f,81.76,52.94,55.99,59.95,2.91,25.7,81.29,0.161,5,59.22,0,1,2,54.465,0.329715,-2.7516666666666723
85e3771c-fbe6-45cf-a30b-20fdcf24e849,83.81,61.92,61.35,58.13,2.51,22.8,70.99,0.292,3,68.09,1,2,2,61.635000000000005,0.30546499999999993,-8.449999999999996
615b1a3e-def3-4941-96f1-7f7de5093af1,72.95,85.54,78.92,82.73,3.84,30.0,85.32,0.5730000000000001,6,72.94,1,0,3,82.23,0.21331999999999998,16.757999999999996
ee6e1b31-a4e6-420d-8398-a10234540ec8,76.84,55.02,55.02,54.62,2.55,26.7,80.56,0.506,2,60.98,1,1,2,55.02,0.36372,-8.383333333333333
392328e9-e6be-4b4b-b4b0-ef7187784577,82.1,71.91,77.37,66.95,3.44,22.8,81.3,0.387,4,77.72,1,1,3,74.64,0.24683,0.45666666666667766
ff155d5b-c2e9-4777-b831-3303736170bc,85.02,67.47,57.69,65.99,2.64,17.3,91.69,0.352,5,66.3,1,2,2,62.58,0.27421000000000006,-0.6020000000000039
ead2c993-bec5-47c9-b86d-a745608f0562,66.42,73.42,75.66,75.17,3.42,22.5,78.67,0.112,8,74.64,1,0,3,74.53999999999999,0.28519,6.128571428571433
48664e09-c559-4ed3-9e55-b16bfcbcb891,94.02,75.48,60.64,55.17,3.1,18.3,65.95,0.31,2,66.74,1,3,3,68.06,0.25423,-9.047142857142859
2bf697c8-05c3-4630-b3ea-228cd4dcc897,93.08,85.67,78.9,86.34,3.66,32.8,83.47,0.3259999999999999,7,83.34,1,3,3,82.285,0.121805,19.726666666666674
cab3a4ee-7954-46cb-bd24-76506d3fdcef,83.62,63.41,65.79,67.72,2.89,17.0,77.68,0.1389999999999999,6,64.88,1,2,2,64.6,0.26856,2.0060000000000002
3ca26713-c041-451f-a43d-1c8ab5da276c,81.9,46.87,46.39,55.11,2.47,20.1,81.3,0.65,8,57.51,0,1,1,46.629999999999995,0.36717999999999995,-7.808750000000003
ac533513-fa59-4712-81e8-ad6b1b6c8716,81.12,58.94,60.27,70.06,3.07,28.3,95.22,0.622,6,67.15,1,1,3,59.605000000000004,0.286525,6.800000000000004
d55e595e-f107-4575-b875-48dd51106f80,85.9,44.35,36.19,43.07,2.0,18.5,73.03,0.314,1,47.06,0,2,0,40.269999999999996,0.40637999999999996,-19.539999999999992
af0fba6b-d628-4c3b-9607-a5a67328ab64,96.3,65.96,65.72,68.17,3.06,25.8,75.17,0.918,1,72.46,1,3,3,65.84,0.21277000000000001,5.323333333333331
5677daa7-5346-4163-a6c3-611c134c648e,93.98,74.97,80.01,77.31,3.44,18.8,90.62,0.558,2,75.39,1,3,3,77.49000000000001,0.15967999999999996,9.858571428571437
3d48d7f3-4b51-41f3-96eb-8f634ca64b35,78.56,70.89,81.88,70.35,3.06,19.2,75.71,0.584,8,67.32,1,1,3,76.38499999999999,0.24555500000000002,-1.5416666666666714
c3367f7f-a865-4208-97fb-e821991c63b8,89.05,53.35,41.51,58.98,2.73,18.0,76.53,0.124,5,61.92,1,2,2,47.43,0.32457,-1.2383333333333368
2272c4a2-0b3d-4ad3-a497-7c193b159fcc,73.22,62.62,58.09,59.82,3.13,24.0,82.63,0.808,6,56.97,0,0,3,60.355000000000004,0.346595,-7.358333333333327
a2bd8a74-7c58-46ee-86da-04f67557d42f,75.22,67.67,65.17,77.04,2.89,24.7,62.19,0.106,4,68.51,1,1,2,66.42,0.26874,18.7188888888889
5ac32c00-4df3-476d-9767-1ebf6213c9be,96.65,65.04,71.09,58.16,2.8,29.2,78.25,0.285,8,74.95,1,3,2,68.065,0.234725,-5.208333333333336
7c3f155e-5a7e-4dc8-83a3-668c57d876a0,96.58,68.83,86.7,79.68,2.83,18.9,74.33,0.77,3,76.55,1,3,2,77.765,0.141345,15.617500000000007
ca02948c-4570-462d-a7b8-a08e381684e8,89.69,60.51,67.91,61.29,2.54,25.6,79.11,0.7969999999999999,3,67.93,1,2,2,64.21,0.26474000000000003,-1.278181818181821
09aa9ab6-d75c-41e8-8cc4-eb9296c7e09d,97.16,72.09,70.08,62.61,2.77,19.2,73.16,0.563,1,68.03,1,3,2,71.08500000000001,0.21027499999999996,-8.819999999999993
9790e91f-77d3-4cfa-9f7a-790046b80fa9,96.34,78.14,64.13,63.24,3.01,22.9,82.77,0.4589999999999999,2,70.63,1,3,3,71.13499999999999,0.21151499999999998,4.844999999999999
508d13f2-a4d0-4d01-96e1-62de8633825f,84.28,59.09,59.3,53.41,3.15,24.4,92.82,0.6940000000000001,2,59.6,0,2,3,59.195,0.32506500000000005,-7.194000000000003
b7b12e47-ed99-4fd8-b601-ea12ebebe236,75.37,71.41,65.93,69.91,2.81,17.0,94.71,0.217,5,70.41,1,1,2,68.67,0.28278,11.971428571428568
2f1d68ca-dabe-40cb-86e4-739fbb45f0c8,88.83,92.8925,80.1,90.28,4.0,25.0,77.21,0.592,5,75.46,1,2,3,86.49625,0.11435124999999999,25.461250000000007
8dbfbea0-275b-472f-a83d-967c417809ec,83.6,55.33,51.96,59.64,2.41,19.2,72.54,0.662,6,62.36,1,2,1,53.644999999999996,0.325745,-0.9350000000000023
ec20f808-bed9-4839-a79d-3af44a408353,68.8,39.9,49.83,50.96,2.18,24.0,81.14,0.7769999999999999,8,53.72,0,0,1,44.864999999999995,0.437325,-6.223333333333343
e7d500b7-1470-4040-8abf-0c0df81bed77,72.16,60.14,42.44,64.99,2.96,22.0,74.69,0.134,1,55.79,0,0,2,51.29,0.36252,-2.3671428571428663
13b3ed34-63c9-4e61-8592-342f0e666276,92.1,68.98,70.09,64.2,2.84,19.3,72.64,0.541,2,71.11,1,3,2,69.535,0.23039500000000002,-5.381666666666661
4478a57b-8d37-49d0-ab15-59b070dda391,83.1,65.37,58.14,67.26,2.87,20.7,93.62,0.5740000000000001,5,63.29,1,2,2,61.755,0.280555,0.4025000000000034
497cb537-cddc-484f-acae-bf3f0acc980e,93.46,64.83,71.57,76.05,3.49,29.9,85.36,0.206,1,78.74,1,3,3,68.19999999999999,0.19341000000000008,11.489999999999995
c11c6b63-818e-49f4-a6c4-ce64bc934ba6,92.45,90.08,79.54,90.1,3.36,29.1,81.06,0.111,5,82.58,1,3,3,84.81,0.10547000000000001,23.09285714285714
9c0d3676-d379-44de-ab8f-34d9a1ffa975,75.45,56.94,51.91,51.79,2.88,22.6,75.73,0.1699999999999999,1,60.04,1,1,2,54.425,0.37955500000000003,-6.974166666666662
ac419086-6d8f-4b9d-bda8-c093691f8ece,66.2,79.79,88.34,87.81,4.0,31.2,83.51,0.584,3,78.9,1,0,3,84.065,0.219575,15.918333333333337
780a9537-7f17-4577-85b4-5ae0c8037092,66.78,77.75,72.68,76.8,3.93,32.3,85.52,0.4389999999999999,1,78.77,1,0,3,75.215,0.276835,10.159999999999997
0da6c1df-d251-4482-acb4-790a991f49a9,66.36,74.55,78.16,92.21,3.87,29.5,71.67,0.853,3,76.15,1,0,3,76.35499999999999,0.2288650000000001,24.76571428571428
e0385121-d8ec-4dc8-b927-5abace7e7b7f,68.35,59.58,59.67,67.91,3.16,26.8,78.25,0.6990000000000001,4,66.16,1,0,3,59.625,0.34399500000000005,8.267499999999998
a36feb71-8b6e-43c8-9c78-c5dbfbb7d932,89.31,68.92,62.62,71.27,3.21,27.4,96.0,0.77,8,69.32,1,2,3,65.77,0.23164,7.207499999999996
9d095b67-eeb9-4d38-b6cf-f203f3e18285,73.77,55.33,57.73,54.64,2.69,14.6,85.38,0.997,2,56.72,0,0,2,56.53,0.37140999999999996,-11.265
1cfeae01-da20-4e71-b647-89a29bfbd89e,90.65,65.97,53.8,63.25,2.4,18.4,84.33,0.5940000000000001,1,63.28,1,2,1,59.885,0.267995,-0.5787499999999994
5540f9f1-7908-4dbc-872c-7bcfb22abb55,71.99,61.46,56.57,51.95,2.77,18.6,71.53,0.612,6,55.49,0,0,2,59.015,0.37914500000000007,-13.736000000000004
30400a9c-4947-4753-8ae3-9f280f728fed,85.4,52.77,62.55,59.94,2.65,23.2,73.34,0.92,2,65.11,1,2,2,57.66,0.3056,-4.346249999999998
afa187a0-644f-42f7-96d2-154284420263,71.73,73.3,65.39,64.11,3.26,20.2,65.77,0.1659999999999999,5,65.88,1,0,3,69.345,0.312715,3.6925000000000026
26333bd5-1ee9-43a8-afbf-d89a98cabe92,73.61,77.1,75.65,65.6,3.8,25.0,78.43,0.644,5,65.53,1,0,3,76.375,0.279635,1.1066666666666691
bec5e68c-21d9-4708-8015-d89b5602678b,66.59,80.03,74.8,80.49,3.24,28.4,78.23,0.242,8,72.33,1,0,3,77.41499999999999,0.259925,22.019999999999996
16e3ab84-f7aa-46e8-b153-d19ded74c49d,69.03,62.62,59.29,53.18,2.21,25.7,80.05,0.1399999999999999,8,63.57,1,0,1,60.955,0.381475,-5.881250000000001
61f4bd60-3148-4b09-9893-297a069c72d2,76.96,62.33,64.79,74.83,3.15,17.8,79.29,0.109,1,70.61,1,1,3,63.56,0.27699000000000007,17.67479166666667
0144fd1e-6118-4577-af17-d1fc18893e12,92.91,61.62,64.31,62.51,2.68,23.1,71.68,0.247,5,66.33,1,3,2,62.965,0.251935,3.347142857142856
e4ff8ff7-0476-4b2d-a221-0fc96ee61584,66.31,73.01,65.56,77.67,3.93,30.4,72.59,0.137,1,76.08,1,0,3,69.285,0.29389499999999996,18.69166666666667
d86617fb-90b8-48b1-865d-8c337553ef4d,82.15,45.01,54.25,47.43,2.33,16.9,65.93,0.124,7,57.25,0,1,1,49.629999999999995,0.38022,-12.788333333333334
9403819c-5b6e-4eec-8325-9f4b54454591,85.15,73.01,67.55,60.57,3.17,21.5,79.94,0.4309999999999999,8,67.9,1,2,3,70.28,0.26685,-8.782000000000004
d6c7e337-e32c-40fa-85d6-d22b84bcee42,70.02,44.32,42.66,44.76,2.26,18.9,88.26,0.7190000000000001,5,52.66,0,0,1,43.489999999999995,0.45516999999999996,-16.637500000000003
8a5c1c6b-169a-4ce2-a44d-5d8d95b31580,85.63,58.29,53.05,62.09,2.74,25.0,96.18,0.953,7,61.75,1,2,2,55.67,0.3042,-10.04249999999999
795be056-5b68-4327-b667-76c036970d39,72.14,54.11,65.02,53.01,2.46,20.1,73.87,0.38,8,61.72,1,0,1,59.565,0.37371499999999996,-13.195454545454545
a2f5b046-f0bb-41bc-82cb-62577bfb14ab,90.16,69.97,69.52,67.86,3.33,18.4,79.02,0.243,6,66.59,1,2,3,69.745,0.226545,4.104285714285716
bbf75375-faed-4881-baf1-7c74a6f700a1,98.48,63.08,67.73,52.94,2.44,23.6,98.44,0.1659999999999999,5,76.87,1,3,1,65.405,0.25104499999999996,-7.477499999999999
38517993-9c06-448d-b6d1-a118eb8a74b3,98.77,74.02,72.94,71.63,3.53,29.4,86.9,0.104,7,80.41,1,3,3,73.47999999999999,0.16959000000000002,8.741428571428571
fd908013-4103-4907-a2b6-b32dae298db9,83.57,53.8,53.27,60.83,2.44,21.7,70.39,0.512,1,62.88,1,2,1,53.535,0.32262500000000005,-5.72999999999999
781f1f3d-2956-4538-bb34-299adc87b307,84.07,81.96,82.02,77.14,3.77,29.8,91.1,0.771,3,76.07,1,2,3,81.99,0.18633000000000005,14.088999999999999
