attendance_percentage,midterm_score,historical_gpa,study_hours_per_week,subject_difficulty_score,ca_avg,rule_risk_score,final_score,pass_fail
99.01,63.9,2.58,22.9,0.6759999999999999,55.99,0.2442899999999999,63.66,1
71.94,47.74,2.41,20.9,0.9,49.915000000000006,0.4192749999999999,55.33,0
99.66,68.88,3.33,27.7,0.648,63.06,0.20554,73.88,1
96.25,81.46,4.0,28.0,0.561,82.33500000000001,0.1236149999999999,78.78,1
78.35,34.55,2.0,17.5,0.632,36.11687500000001,0.4745993749999999,45.04,0
99.02,58.78,2.9,19.1,0.889,49.545,0.278945,59.07,0
91.06,65.85,2.62,16.4,0.728,69.1,0.23091,70.29,1
94.53,72.05,3.56,20.1,0.787,80.74000000000001,0.1635099999999999,73.02,1
82.36,94.50125,3.82,22.9,0.623,88.840625,0.120534375,86.84,1
68.85,46.11,2.18,14.7,0.29,46.545,0.446635,51.88,0
96.47,65.01,2.53,21.2,0.6679999999999999,67.58,0.21635,66.54,1
76.91,71.34,2.95,27.9,0.345,67.64500000000001,0.2754049999999999,76.41,1
97.84,77.53,3.12,19.0,0.709,71.655,0.161085,68.28,1
73.21,63.19,3.04,16.9,0.534,65.57,0.32088,61.37,1
74.87,57.87,2.0,25.2,0.337,57.3,0.35501,58.75,0
79.19,71.96,3.75,20.5,0.767,75.46,0.24098,70.67,1
71.98,54.49,2.65,24.8,0.901,54.645,0.384675,60.23,1
74.5,53.75,2.21,17.7,0.54,54.14,0.37833,61.99,1
98.0,70.22,2.65,21.7,0.193,52.485,0.239885,64.93,1
81.22,58.99,2.62,16.3,0.729,55.485,0.331695,58.32,0
97.27,73.7,2.39,17.5,0.5589999999999999,64.36500000000001,0.1967249999999999,65.92,1
79.29,51.12,2.76,23.7,0.331,53.1,0.3701799999999999,59.5,0
84.92,52.52,2.88,17.9,0.353,68.455,0.297395,65.75,1
82.0,81.65,3.9,21.2,0.284,82.02000000000001,0.1809899999999999,73.85,1
88.92,52.74,2.55,20.1,0.732,64.105,0.2937849999999999,64.53,1
78.19,61.09,3.28,25.5,0.763,64.08,0.31173,63.34,1
91.11,58.12,2.61,17.0,0.8859999999999999,60.525000000000006,0.279625,63.92,1
88.77,59.41,2.58,27.0,0.1699999999999999,64.36500000000001,0.273595,64.47,1
94.77,62.39,2.53,15.7,0.4019999999999999,60.715,0.2516049999999999,65.88,1
77.28,74.59,3.22,20.0,0.591,66.92,0.26635,71.87,1
87.77,71.12,3.03,19.3,0.722,72.83,0.21707,74.21,1
65.34,58.72,2.97,20.0,0.924,52.5,0.4049799999999999,52.81,0
96.87,49.01,2.69,14.7,0.983,53.77,0.30418,58.99,0
96.91,69.57,3.13,22.5,0.295,70.25999999999999,0.19287,83.78,1
70.74,33.71125000000001,2.0,13.3,0.477,52.635000000000005,0.4580012499999999,45.81,0
75.11,63.64,3.05,20.1,0.92,64.43,0.3153499999999999,59.04,0
76.56,72.4,3.21,24.2,0.857,69.07,0.26935,68.73,1
98.81,39.57,2.0,19.3,0.29,45.075,0.3508249999999999,56.8,0
86.26,69.81,2.37,20.8,0.973,55.47,0.27912,62.48,1
71.54,79.12,3.23,32.5,0.725,78.89500000000001,0.2397949999999999,79.86,1
98.95,74.76,2.92,18.6,0.1139999999999999,60.615,0.1980749999999999,68.7,1
73.73,58.79,2.81,21.4,0.157,70.19,0.31814,65.16,1
69.41,58.92,2.35,18.2,0.5690000000000001,55.84,0.3780799999999999,59.24,0
80.17,74.94,3.78,27.8,0.414,77.87,0.2208899999999999,70.93,1
82.86,72.14,3.07,16.9,0.7929999999999999,75.51,0.22561,68.96,1
94.14,69.0,2.05,20.7,0.883,70.095,0.2061549999999999,67.55,1
83.22,70.47,2.71,25.4,0.515,61.645,0.270775,64.11,1
68.46,85.35,3.36,28.4,0.8320000000000001,69.23500000000001,0.262405,69.21,1
79.15,67.16,2.87,25.0,0.8539999999999999,53.3,0.32202,63.16,1
83.14,88.37,4.0,24.7,0.905,89.78125,0.13298625,82.87,1
70.22,75.05,3.5,25.3,0.562,72.52,0.27641,71.62,1
68.4,64.84,2.85,28.2,0.237,66.155,0.3334149999999999,68.07,1
90.16,71.23,3.65,24.1,0.7929999999999999,71.5,0.2111699999999999,70.18,1
77.54,50.24,2.81,26.3,0.673,57.385000000000005,0.3669649999999999,61.11,1
90.82,50.84,2.1,15.8,0.7969999999999999,51.88,0.32856,58.6,0
70.44,48.7,2.39,16.8,0.284,57.335,0.400135,60.29,1
84.73,70.67,3.28,17.8,0.963,74.945,0.224235,68.91,1
85.38,44.71,2.12,15.7,0.965,43.735,0.393145,47.82,0
82.23,73.39,3.12,21.4,0.794,69.655,0.2419449999999999,71.99,1
74.51,56.28,2.89,25.2,0.957,57.1,0.36182,60.23,1
98.05,93.53,4.0,27.0,0.186,85.65,0.0702599999999999,87.97875000000002,1
88.56,63.39,3.11,26.9,0.6809999999999999,66.425,0.2563149999999999,70.95,1
93.31,70.03,3.34,19.3,0.318,72.475,0.199245,72.75,1
66.34,64.8,3.03,20.0,0.599,56.27,0.37143,60.75,1
80.52,60.88,3.19,15.6,0.67,54.78,0.33094,53.23,0
91.93,60.82,2.45,22.5,0.4059999999999999,57.725,0.276645,64.83,1
94.27,70.09,2.8,25.5,0.579,65.545,0.216015,69.84,1
71.83,71.01,2.7,28.6,0.627,63.1,0.3103499999999999,68.06,1
66.74,70.61,3.5,29.2,0.893,82.8,0.27281,69.54,1
84.66,59.8,2.74,27.2,0.772,63.705,0.2908450000000001,66.21,1
76.15,58.18,2.59,22.5,0.721,52.405,0.3636449999999999,57.41,0
95.98,72.36,3.08,20.4,0.4549999999999999,72.96000000000001,0.1801199999999999,71.94,1
96.84,58.21,2.09,20.5,0.519,63.120000000000005,0.2486499999999999,69.07,1
80.82,63.36,2.94,24.8,0.316,67.87,0.2830299999999999,70.55,1
87.88,59.88,3.13,22.3,0.257,58.255,0.2940750000000001,67.67,1
75.77,70.86,3.08,23.8,0.6940000000000001,64.6,0.29054,67.95,1
91.55,60.64,2.57,24.5,0.448,63.215,0.262235,61.64,1
97.95,69.68,3.45,20.6,0.298,74.595,0.1753749999999999,73.9,1
87.41,64.77,3.21,27.7,0.692,62.035,0.269945,69.3,1
97.76,57.77,2.92,23.4,0.563,65.225,0.2399749999999999,66.79,1
82.0,62.49,3.15,23.7,0.499,64.965,0.289635,66.81,1
83.06,54.59,2.52,15.5,0.725,49.2,0.35639,50.46,0
95.23,61.78,2.56,27.7,0.5429999999999999,62.435,0.2464349999999999,67.91,1
93.78,55.47,2.26,23.3,0.71,47.825,0.3149949999999999,52.58,0
80.5,80.98,3.9,24.6,0.288,82.75,0.18681,78.42,1
92.71,69.22,3.06,26.7,0.199,72.095,0.205215,73.76,1
66.7,73.24,3.02,27.5,0.356,70.735,0.3012749999999999,71.6,1
72.13,64.32,3.89,22.2,0.3419999999999999,64.835,0.324015,66.12,1
92.37,68.17,3.16,17.6,0.411,76.11500000000001,0.1976649999999999,72.53,1
73.79,64.24,3.12,18.4,0.899,77.3,0.2802199999999999,66.99,1
76.81,58.53,2.44,25.8,0.469,57.545,0.344535,65.69,1
83.44,50.84,2.4,10.6,0.614,46.89,0.37305,53.3,0
78.94,69.49,2.86,21.1,0.95,60.51,0.29424,58.86,0
83.0,68.81,3.23,23.0,0.7969999999999999,74.1,0.2392699999999999,71.23,1
83.8,69.6,3.84,20.8,0.977,68.15,0.25155,66.46,1
79.22,52.85,2.31,14.9,0.631,50.575,0.3728449999999999,50.98,0
91.36,73.0,3.31,27.6,0.534,67.07499999999999,0.214335,73.25,1
89.24,59.48,3.36,28.0,0.491,80.50999999999999,0.22307,75.34,1
84.75,59.08,3.27,21.7,0.384,69.805,0.2743449999999999,69.22,1
85.78,80.62,3.39,29.9,0.554,77.055,0.1838549999999999,79.6,1
72.45,58.12,2.62,18.4,0.384,54.76,0.37156,59.65,0
79.7,56.35,2.96,15.4,0.938,61.345,0.3281149999999999,62.04,1
77.05,78.34,3.8,20.8,0.283,76.61,0.22695,76.01,1
88.96,51.75,2.25,15.9,0.1689999999999999,57.315,0.316965,60.01,1
75.22,58.16,3.02,28.4,0.393,60.81999999999999,0.34218,63.76,1
69.14,67.53,2.82,26.5,0.5820000000000001,60.705,0.338735,63.42,1
73.77,78.28,3.28,27.9,0.687,60.05,0.28993,67.29,1
92.07,70.91,2.68,19.5,0.224,64.595,0.225205,69.56,1
87.02,72.31,3.15,26.8,0.399,64.43,0.2416999999999999,70.58,1
94.25,50.65,2.7,17.9,0.399,59.735,0.291845,60.03,1
96.09,76.68,3.13,25.9,0.231,76.89,0.1549299999999999,80.92,1
74.07,74.81,3.72,30.3,0.945,77.725,0.246115,69.93,1
84.14,64.72,3.16,28.5,0.592,63.425,0.279005,67.45,1
84.79,52.68,2.91,15.0,0.72,51.735,0.3475949999999999,52.5,0
97.36,54.56,2.48,23.3,0.465,60.37,0.26577,64.49,1
66.44,71.76,3.36,21.9,0.581,64.97,0.32405,67.15,1
67.31,51.89,3.01,21.9,0.769,57.97,0.40118,56.68,0
91.04,59.87,3.06,18.3,0.7230000000000001,66.55,0.25658,64.69,1
77.78,83.67,3.6,25.2,0.262,76.02,0.20981,73.35,1
67.69,74.69,3.53,21.2,0.827,69.2,0.29757,72.87,1
86.2,48.39,2.93,14.0,0.189,48.435,0.3647249999999999,56.03,0
67.02,60.83,2.73,26.6,0.77,61.3,0.36553,56.81,0
97.26,61.65,2.65,17.8,0.497,66.69,0.22594,66.08,1
71.7,70.58,2.92,30.8,0.92,70.38499999999999,0.290305,72.45,1
88.18,46.26,2.63,13.4,0.1699999999999999,47.41,0.3662699999999999,52.92,0
94.78,76.14,3.55,26.6,0.576,86.425,0.133185,77.23,1
81.64,58.87,3.09,19.7,0.825,62.97,0.30792,62.48,1
98.3,45.46,2.7,20.4,0.11,61.43000000000001,0.28613,65.48,1
66.6,77.48,3.19,28.5,0.417,68.4,0.29596,73.55,1
84.0,66.12,2.34,27.2,0.787,70.435,0.254335,65.93,1
97.7,72.22,2.82,19.0,0.3379999999999999,68.64,0.1866199999999999,69.36,1
95.3,76.66,3.1,24.4,0.438,76.49000000000001,0.15935,76.13,1
92.47,69.87,3.3,28.7,0.237,76.3,0.1916099999999999,77.74,1
83.1,71.52,3.03,27.9,0.678,70.22,0.24238,78.02,1
94.34,70.2,3.14,21.3,0.925,66.78,0.2116999999999999,68.49,1
78.13,47.39,2.38,19.5,0.727,37.480625,0.432868125,47.89,0
77.05,68.27,2.62,16.8,0.849,64.89,0.2923199999999999,64.55,1
81.76,59.95,2.91,25.7,0.161,54.465,0.329715,59.22,0
83.81,58.13,2.51,22.8,0.292,61.635000000000005,0.3054649999999999,68.09,1
72.95,82.73,3.84,30.0,0.5730000000000001,82.23,0.2133199999999999,72.94,1
76.84,54.62,2.55,26.7,0.506,55.02,0.36372,60.98,1
82.1,66.95,3.44,22.8,0.387,74.64,0.24683,77.72,1
85.02,65.99,2.64,17.3,0.352,62.58,0.27421,66.3,1
66.42,75.17,3.42,22.5,0.112,74.53999999999999,0.28519,74.64,1
94.02,55.17,3.1,18.3,0.31,68.06,0.25423,66.74,1
93.08,86.34,3.66,32.8,0.3259999999999999,82.285,0.121805,83.34,1
83.62,67.72,2.89,17.0,0.1389999999999999,64.6,0.26856,64.88,1
81.9,55.11,2.47,20.1,0.65,46.63,0.3671799999999999,57.51,0
81.12,70.06,3.07,28.3,0.622,59.605,0.286525,67.15,1
85.9,43.07,2.0,18.5,0.314,40.27,0.4063799999999999,47.06,0
96.3,68.17,3.06,25.8,0.918,65.84,0.21277,72.46,1
93.98,77.31,3.44,18.8,0.558,77.49000000000001,0.1596799999999999,75.39,1
78.56,70.35,3.06,19.2,0.584,76.38499999999999,0.245555,67.32,1
89.05,58.98,2.73,18.0,0.124,47.43,0.32457,61.92,1
73.22,59.82,3.13,24.0,0.808,60.355,0.346595,56.97,0
75.22,77.04,2.89,24.7,0.106,66.42,0.26874,68.51,1
96.65,58.16,2.8,29.2,0.285,68.065,0.234725,74.95,1
96.58,79.68,2.83,18.9,0.77,77.765,0.141345,76.55,1
89.69,61.29,2.54,25.6,0.7969999999999999,64.21,0.26474,67.93,1
97.16,62.61,2.77,19.2,0.563,71.08500000000001,0.2102749999999999,68.03,1
96.34,63.24,3.01,22.9,0.4589999999999999,71.13499999999999,0.2115149999999999,70.63,1
84.28,53.41,3.15,24.4,0.6940000000000001,59.195,0.325065,59.6,0
75.37,69.91,2.81,17.0,0.217,68.67,0.28278,70.41,1
88.83,90.28,4.0,25.0,0.592,86.49625,0.1143512499999999,75.46,1
83.6,59.64,2.41,19.2,0.662,53.645,0.325745,62.36,1
68.8,50.96,2.18,24.0,0.7769999999999999,44.865,0.437325,53.72,0
72.16,64.99,2.96,22.0,0.134,51.29,0.36252,55.79,0
92.1,64.2,2.84,19.3,0.541,69.535,0.230395,71.11,1
83.1,67.26,2.87,20.7,0.5740000000000001,61.755,0.280555,63.29,1
93.46,76.05,3.49,29.9,0.206,68.19999999999999,0.19341,78.74,1
92.45,90.1,3.36,29.1,0.111,84.81,0.10547,82.58,1
75.45,51.79,2.88,22.6,0.1699999999999999,54.425,0.379555,60.04,1
66.2,87.81,4.0,31.2,0.584,84.065,0.219575,78.9,1
66.78,76.8,3.93,32.3,0.4389999999999999,75.215,0.276835,78.77,1
66.36,92.21,3.87,29.5,0.853,76.35499999999999,0.2288650000000001,76.15,1
68.35,67.91,3.16,26.8,0.6990000000000001,59.625,0.343995,66.16,1
89.31,71.27,3.21,27.4,0.77,65.77,0.23164,69.32,1
73.77,54.64,2.69,14.6,0.997,56.53,0.3714099999999999,56.72,0
90.65,63.25,2.4,18.4,0.5940000000000001,59.885,0.267995,63.28,1
71.99,51.95,2.77,18.6,0.612,59.015,0.379145,55.49,0
85.4,59.94,2.65,23.2,0.92,57.66,0.3056,65.11,1
71.73,64.11,3.26,20.2,0.1659999999999999,69.345,0.312715,65.88,1
73.61,65.6,3.8,25.0,0.644,76.375,0.279635,65.53,1
66.59,80.49,3.24,28.4,0.242,77.41499999999999,0.259925,72.33,1
69.03,53.18,2.21,25.7,0.1399999999999999,60.955,0.381475,63.57,1
76.96,74.83,3.15,17.8,0.109,63.56,0.27699,70.61,1
92.91,62.51,2.68,23.1,0.247,62.965,0.251935,66.33,1
66.31,77.67,3.93,30.4,0.137,69.285,0.2938949999999999,76.08,1
82.15,47.43,2.33,16.9,0.124,49.63,0.38022,57.25,0
85.15,60.57,3.17,21.5,0.4309999999999999,70.28,0.26685,67.9,1
70.02,44.76,2.26,18.9,0.7190000000000001,43.49,0.4551699999999999,52.66,0
85.63,62.09,2.74,25.0,0.953,55.67,0.3042,61.75,1
72.14,53.01,2.46,20.1,0.38,59.565,0.3737149999999999,61.72,1
90.16,67.86,3.33,18.4,0.243,69.745,0.226545,66.59,1
98.48,52.94,2.44,23.6,0.1659999999999999,65.405,0.2510449999999999,76.87,1
98.77,71.63,3.53,29.4,0.104,73.47999999999999,0.16959,80.41,1
83.57,60.83,2.44,21.7,0.512,53.535,0.322625,62.88,1
84.07,77.14,3.77,29.8,0.771,81.99,0.18633,76.07,1
98.6,60.0,2.75,24.7,0.379,57.195,0.254015,66.61,1
68.84,60.72,2.87,25.1,0.782,63.495000000000005,0.3519949999999999,63.64,1
66.79,66.37,2.71,27.9,0.666,61.52,0.34917,59.47,0
72.12,68.82,3.07,27.3,0.1629999999999999,63.56,0.3143799999999999,65.62,1
81.88,60.68,3.09,19.2,0.359,66.38,0.2913,70.66,1
81.52,64.38,3.02,27.3,0.142,70.735,0.268575,71.24,1
67.14,66.14,3.53,32.4,0.967,83.125,0.283645,68.53,1
88.78,63.61,2.61,26.3,0.497,64.71000000000001,0.25992,64.77,1
99.09,68.23,3.68,20.2,0.47,72.91499999999999,0.1802049999999999,72.86,1
96.29,63.88,2.64,27.5,0.978,68.12,0.2188399999999999,67.66,1
78.77,70.11,3.59,25.5,0.112,66.61500000000001,0.274745,68.19,1
94.2,63.59,3.12,27.8,0.948,73.97999999999999,0.2104899999999999,75.82,1
95.1,73.86,3.44,21.0,0.85,68.68,0.19198,67.47,1
84.58,78.71,3.94,30.4,0.304,82.85,0.177,77.12,1
86.36,76.12,2.55,23.6,0.199,63.260000000000005,0.2364199999999999,70.21,1
87.59,74.27,3.18,17.6,0.951,66.42,0.2275699999999999,65.11,1
97.83,47.06,2.53,14.3,0.891,50.565,0.315805,59.9,0
82.54,40.59,2.0,20.9,0.721,52.715,0.3899249999999999,48.36,0
79.08,70.89,3.22,29.3,0.72,79.09,0.2337399999999999,70.58,1
85.98,73.2,2.84,22.3,0.761,68.95,0.2296299999999999,70.25,1
90.99,68.46,3.36,24.6,0.726,66.28,0.23182,70.66,1
71.33,56.31,2.64,19.3,0.313,61.185,0.362195,65.47,1
75.97,73.24,3.56,20.3,0.817,76.325,0.247425,75.59,1
97.01,62.78,3.11,27.5,0.92,67.345,0.2215849999999999,71.38,1
80.64,63.29,2.75,16.0,0.9,62.175,0.301045,62.71,1
84.01,80.56,2.67,18.4,0.606,73.345,0.2022449999999999,78.23,1
82.73,59.02,2.5,19.2,0.8140000000000001,58.54,0.3164,59.24,0
74.12,58.95,2.43,20.8,0.151,62.735,0.338465,61.21,1
98.08,50.35,2.38,17.9,0.22,48.445,0.311295,55.36,0
95.56,45.12,2.36,19.5,0.513,61.29,0.2985299999999999,59.74,0
78.51,72.3,3.63,22.7,0.237,65.96000000000001,0.27118,65.25,1
87.82,81.98,3.38,27.8,0.41,71.025,0.189705,76.12,1
79.37,78.39,3.09,28.4,0.581,73.555,0.2266849999999999,72.5,1
89.35,65.47,3.18,27.5,0.184,74.16,0.22371,73.32,1
70.74,64.76,2.17,20.7,0.928,57.650000000000006,0.3498099999999999,60.44,1
91.37,67.41,2.9,27.4,0.314,71.53999999999999,0.21767,70.79,1
91.9,63.21,3.17,27.6,0.371,67.83,0.2392799999999999,69.01,1
78.38,66.6,2.96,20.8,0.187,67.77000000000001,0.28337,71.42,1
71.26,82.72,3.4,24.8,0.615,67.74,0.26358,71.51,1
69.08,75.44,2.92,21.9,0.932,63.495,0.306875,62.49,1
66.31,64.09,2.86,22.4,0.929,55.94,0.37467,59.37,0
91.26,44.29,2.7,17.5,0.6519999999999999,54.370000000000005,0.3389799999999999,53.68,0
73.48,45.82,2.52,15.7,0.217,42.260625000000005,0.4418381249999999,49.9,0
98.73,77.43,3.03,15.6,0.787,67.83,0.1692999999999999,72.78,1
97.2,55.84,2.53,18.3,0.572,58.815,0.267235,63.6,1
89.45,91.03,3.72,24.3,0.1389999999999999,84.14500000000001,0.1166749999999999,85.37,1
99.38,57.83,3.44,29.2,0.152,74.37,0.20588,76.47,1
90.29,57.25,3.02,20.7,0.5730000000000001,67.405,0.2648749999999999,60.25,1
77.37,74.92,3.52,20.5,0.235,65.97,0.26785,71.24,1
81.92,71.08,2.61,23.1,0.54,69.845,0.249545,69.27,1
92.61,73.18,3.4,29.1,0.658,71.055,0.1968549999999999,69.8,1
99.18,59.34,3.07,27.0,0.5599999999999999,65.71000000000001,0.2281299999999999,67.32,1
83.11,83.4,4.0,28.6,0.521,85.875,0.159735,80.86,1
85.56,63.42,3.18,22.7,0.937,79.295,0.2296149999999999,70.11,1
83.1,65.72,2.26,21.7,0.407,60.895,0.287755,63.62,1
88.23,64.31,2.94,25.1,0.1689999999999999,67.125,0.2527749999999999,72.9,1
82.58,50.28,2.53,15.9,0.339,47.625,0.375965,57.21,0
75.42,36.88,2.41,22.1,0.129,48.83,0.4411899999999999,54.16,0
78.21,75.0,2.97,22.4,0.281,79.505,0.223645,73.7,1
83.82,64.14,3.17,28.7,0.651,73.685,0.251245,71.24,1
70.38,89.2,3.61,28.6,0.779,77.9,0.21718,72.44,1
83.46,73.12,3.37,27.3,0.5940000000000001,72.875,0.228175,74.86,1
79.01,60.23,2.58,19.6,0.5940000000000001,64.56,0.30959,63.7,1
98.44,58.22,2.66,15.3,0.912,59.94499999999999,0.251745,59.55,0
87.8,63.24,3.31,18.6,0.5660000000000001,71.995,0.243095,69.33,1
96.71,72.94,3.3,25.8,0.284,73.275,0.174515,75.94,1
67.74,71.79,3.11,27.5,0.636,67.92,0.30991,68.96,1
88.53,76.56,3.35,21.6,0.438,75.945,0.188365,74.54,1
89.3,41.93,2.59,13.0,0.982,51.4,0.3628099999999999,52.0,0
78.26,70.65,3.8,30.5,0.1139999999999999,73.38,0.2548699999999999,77.48,1
93.36,69.08,3.05,29.1,0.7809999999999999,63.47,0.2289099999999999,74.02,1
79.96,60.0,3.12,16.2,0.8470000000000001,63.870000000000005,0.30855,67.35,1
86.23,79.39,3.39,28.0,0.89,85.345,0.160875,73.49,1
96.42,65.8,3.23,27.8,0.6950000000000001,63.815,0.2254749999999999,68.68,1
96.41,72.27,3.06,20.5,0.53,80.78999999999999,0.15518,74.4,1
80.86,62.56,2.5,16.4,0.208,54.82,0.32442,60.61,1
98.7,79.66,3.65,25.7,0.533,82.475,0.118795,79.68,1
96.14,72.71,3.34,25.4,0.581,72.275,0.1804849999999999,78.24,1
98.96,69.76,3.67,24.4,0.244,89.78625,0.12552125,84.02,1
94.78,50.75,2.24,18.4,0.385,54.115,0.306285,59.64,0
72.44,55.79,3.4,16.8,0.571,75.78,0.31553,64.86,1
97.65,76.91,3.0,29.5,0.387,71.74,0.1634499999999999,77.95,1
78.55,64.11,2.8,18.3,0.65,72.515,0.275925,69.46,1
76.37,33.97,2.15,10.6,0.227,42.39,0.4654399999999999,47.82,0
78.31,75.99,3.01,20.4,0.356,71.68,0.24375,70.23,1
85.05,59.53,3.0,17.0,0.302,63.745,0.289975,63.6,1
97.36,67.51,3.04,25.3,0.5860000000000001,65.82,0.21057,69.55,1
97.07,88.08,3.64,27.9,0.964,88.010625,0.083448125,83.74,1
75.15,81.88,3.07,23.8,0.135,72.65,0.2358099999999999,74.87,1
87.14,64.28,2.76,25.3,0.771,61.11,0.27527,58.73,0
84.44,60.58,2.68,15.8,0.301,63.785,0.289145,63.14,1
93.01,84.05,4.0,32.0,0.301,86.55,0.11616,80.88,1
97.87,59.63,2.7,25.5,0.231,61.545,0.2449949999999999,68.28,1
90.65,51.91,2.71,22.4,0.808,56.77,0.3113599999999999,59.04,0
90.51,63.6,2.97,17.5,0.421,62.29,0.2602899999999999,61.95,1
74.48,44.77,2.51,25.1,0.678,44.31,0.4348399999999999,51.81,0
71.88,62.54,3.11,17.7,0.206,61.835,0.3393550000000001,59.17,0
68.61,62.41,2.39,18.7,0.188,55.33,0.37234,65.86,1
95.74,45.37,2.22,12.6,0.102,49.83,0.33144,58.36,0
95.17,47.51,2.34,24.9,0.223,55.165000000000006,0.311295,62.81,1
96.61,73.67,3.42,18.5,0.601,73.75,0.1712999999999999,71.55,1
67.76,34.98,2.32,23.9,0.263,45.985,0.4860649999999999,50.1,0
82.74,61.18,2.29,19.3,0.549,57.945,0.3116649999999999,62.6,1
78.54,57.39,3.48,23.9,0.426,61.870000000000005,0.3280599999999999,62.9,1
71.37,54.83,2.51,17.8,0.49,59.995000000000005,0.370045,53.78,0
90.15,49.25,2.12,18.9,0.8880000000000001,49.665,0.3426549999999999,55.2,0
77.88,69.76,3.5,20.3,0.4559999999999999,57.115,0.307855,63.39,1
85.84,65.35,3.71,27.7,0.461,73.735,0.239385,73.1,1
95.31,48.44,2.7,21.4,0.746,64.095,0.281155,59.03,0
72.02,59.33,2.5,22.6,0.496,56.675,0.363905,58.15,0
87.46,78.1,3.32,28.1,0.667,85.435,0.159555,80.02,1
87.34,54.37,2.14,12.6,0.714,49.755,0.338265,50.14,0
69.12,72.16,3.27,19.6,0.7809999999999999,71.86,0.29146,67.34,1
86.79,74.4,3.45,32.4,0.442,80.78,0.1872999999999999,79.07,1
85.83,63.83,3.39,21.7,0.653,63.010000000000005,0.27616,67.95,1
77.22,63.34,3.42,26.8,0.261,52.155,0.3446349999999999,64.01,1
76.11,67.23,3.27,27.3,0.876,66.75,0.2936199999999999,66.37,1
67.86,50.88,2.0,19.0,0.907,36.580625,0.466178125,43.84875,0
92.33,58.87,2.82,15.6,0.8160000000000001,67.62,0.25121,65.23,1
83.46,59.23,2.77,23.7,0.161,64.56,0.29479,63.8,1
98.65,84.16,3.46,26.3,0.38,79.58,0.1141799999999999,79.76,1
89.16,71.4,2.94,23.5,0.865,66.245,0.2304249999999999,64.77,1
69.88,71.76,3.21,22.3,0.865,62.925,0.316425,64.51,1
67.69,78.32,3.7,21.6,0.461,84.49000000000001,0.24081,72.65,1
86.36,64.8,2.29,14.3,0.8130000000000001,47.870000000000005,0.31655,54.73,0
90.28,72.32,3.98,31.5,0.606,84.785,0.167565,77.64,1
86.71,58.17,3.18,18.8,0.7929999999999999,50.61,0.32682,57.4,0
70.39,73.37,2.74,25.8,0.642,67.405,0.296115,70.08,1
96.41,62.92,3.03,26.1,0.312,68.11,0.22127,72.51,1
68.7,46.64,2.0,22.2,0.344,59.6,0.4064799999999999,58.9,0
85.82,77.92,3.54,21.0,0.807,77.325,0.190985,74.48,1
78.71,50.86,2.89,25.7,0.432,58.03,0.35849,63.88,1
73.29,63.53,3.32,29.0,0.957,64.86,0.32167,62.21,1
87.19,66.66,2.9,22.8,0.1149999999999999,62.07,0.26505,70.91,1
70.21,55.81,2.09,14.6,0.99,45.205,0.416115,46.35,0
97.16,39.45,2.7,15.6,0.613,36.775625000000005,0.382683125,53.27,0
87.69,72.63,3.1,19.2,0.526,68.69,0.22528,70.27,1
89.7,71.9,2.82,20.3,0.915,66.495,0.2260149999999999,69.41,1
99.96,71.54,3.47,25.9,0.948,80.495,0.144055,72.59,1
99.03,76.65,2.85,21.5,0.394,69.475,0.1655049999999999,71.62,1
69.79,58.32,2.59,22.1,0.258,63.385,0.3557249999999999,66.45,1
81.81,50.92,2.99,19.0,0.4,59.72,0.34084,63.57,1
89.39,72.17,2.67,30.2,0.371,75.46000000000001,0.1995499999999999,78.08,1
76.56,73.77,3.59,20.0,0.38,77.185,0.2408949999999999,70.76,1
68.6,68.04,2.64,27.3,0.4049999999999999,68.37,0.31637,63.93,1
67.73,42.98,2.0,15.2,0.908,48.575,0.4544149999999999,48.86,0
70.85,63.64,2.39,17.9,0.542,63.985,0.333725,62.95,1
81.05,65.04,3.2,25.5,0.211,65.81,0.28325,74.59,1
93.54,62.69,3.26,17.9,0.914,55.900000000000006,0.27007,62.3,1
77.54,46.07,2.86,22.4,0.875,48.295,0.4067449999999999,53.04,0
86.92,58.43,2.26,25.2,0.5860000000000001,63.325,0.2870549999999999,65.48,1
89.52,73.07,3.36,25.4,0.466,68.555,0.217045,70.0,1
68.6,43.79,2.16,20.5,0.924,37.85062500000001,0.480678125,43.84875,0
92.33,59.74,2.36,23.2,0.194,63.835,0.259955,70.37,1
85.58,60.97,2.57,28.5,0.132,73.345,0.254735,69.12,1
72.38,72.35,4.0,23.6,0.8039999999999999,74.255,0.270665,68.85,1
82.13,69.12,2.33,16.8,0.79,66.185,0.265565,64.28,1
98.76,59.94,2.52,20.8,0.466,75.485,0.1986849999999999,73.0,1
93.46,63.3,3.48,29.1,0.128,77.125,0.204885,73.44,1
65.32,44.89,2.03,16.9,0.233,45.675,0.467025,48.87,0
80.82,73.47,3.72,20.0,0.222,76.505,0.226795,71.98,1
90.85,43.19,2.3,17.5,0.784,39.24125,0.3893062500000001,50.92,0
85.82,57.28,2.47,17.4,0.2259999999999999,53.495,0.324395,61.13,1
71.26,66.79,3.48,21.6,0.156,70.92,0.30183,68.32,1
74.55,68.85,3.13,18.5,0.132,66.64,0.29533,63.96,1
81.28,86.23,3.35,19.3,0.86,77.86,0.1826099999999999,74.76,1
98.08,61.55,2.26,23.4,0.274,65.96000000000001,0.22515,67.5,1
